userID	movieID	rating	date_day	date_month	date_year	date_hour	date_minute	date_second
75	3	1	29	10	2006	23	17	16
75	32	4.5	29	10	2006	23	23	44
75	110	4	29	10	2006	23	30	8
75	160	2	29	10	2006	23	16	52
75	163	4	29	10	2006	23	29	30
75	165	4.5	29	10	2006	23	25	15
75	173	3.5	29	10	2006	23	17	37
75	296	5	29	10	2006	23	24	49
75	353	3.5	29	10	2006	23	17	0
75	420	2	29	10	2006	23	16	42
75	589	4	29	10	2006	23	28	21
75	653	3	29	10	2006	23	17	5
75	832	4.5	29	10	2006	23	17	49
75	920	0.5	29	10	2006	23	17	8
75	996	4.5	29	10	2006	23	26	17
75	1036	4	29	10	2006	23	24	45
75	1127	3.5	29	10	2006	23	28	52
75	1215	4.5	29	10	2006	23	28	56
75	1233	4	29	10	2006	23	30	5
75	1304	2.5	29	10	2006	23	16	56
75	1370	4	29	10	2006	23	25	11
75	1374	4	29	10	2006	23	17	20
75	1485	4	29	10	2006	23	17	46
75	1527	4.5	29	10	2006	23	24	1
75	1917	2.5	29	10	2006	23	26	3
75	2011	2	29	10	2006	23	16	39
75	2054	1.5	29	10	2006	23	17	33
75	2058	4	29	10	2006	23	29	25
75	2490	4	29	10	2006	23	29	35
75	2571	4.5	29	10	2006	23	30	50
75	2640	3	29	10	2006	23	17	56
75	2688	3	29	10	2006	23	22	26
75	2700	4.5	29	10	2006	23	17	52
75	2762	3.5	29	10	2006	23	24	54
75	2959	4.5	29	10	2006	23	30	12
75	3258	1.5	29	10	2006	23	26	8
75	3793	3	29	10	2006	23	29	16
75	3889	3	29	10	2006	23	22	43
75	3994	3.5	29	10	2006	23	25	24
75	4993	3.5	29	10	2006	23	30	34
75	5107	3	29	10	2006	23	26	11
75	5833	2.5	29	10	2006	23	29	51
75	5952	3.5	29	10	2006	23	30	40
75	6213	4	29	10	2006	23	26	21
75	6225	0.5	29	10	2006	23	21	25
75	6333	4	29	10	2006	23	28	12
75	7000	3.5	29	10	2006	23	25	8
75	7007	4.5	29	10	2006	23	24	15
75	7153	3.5	29	10	2006	23	30	36
75	32029	4.5	29	10	2006	23	25	18
75	32587	5	29	10	2006	23	24	51
75	33437	3.5	29	10	2006	23	28	48
75	39052	3.5	29	10	2006	23	28	44
75	45431	3.5	29	10	2006	23	25	58
75	45722	4.5	29	10	2006	23	29	46
78	17	4	10	10	2004	15	34	55
78	29	4.5	16	4	2007	4	57	48
78	32	5	7	5	2004	23	32	18
78	41	4.5	10	10	2004	15	56	39
78	82	4	7	5	2004	23	20	36
78	101	4.5	9	7	2004	2	27	41
78	110	3.5	11	7	2004	11	44	24
78	111	4	16	4	2007	2	25	10
78	150	4	13	8	2004	2	43	53
78	162	4.5	9	7	2004	2	27	32
78	198	2.5	7	5	2004	22	47	9
78	223	4.5	11	7	2004	11	53	50
78	235	4	9	7	2004	2	34	25
78	260	4	21	10	2004	2	36	2
78	272	5	7	5	2004	22	47	31
78	296	4.5	8	5	2004	6	46	26
78	305	2	10	10	2004	15	56	26
78	314	4	7	5	2004	23	19	17
78	318	4	9	7	2004	2	34	43
78	327	3.5	11	7	2004	11	0	50
78	356	3.5	11	7	2004	12	5	34
78	357	5	11	7	2004	11	58	45
78	468	3.5	7	5	2004	22	48	20
78	480	2.5	11	7	2004	10	55	19
78	497	4	7	5	2004	23	14	33
78	509	4.5	10	10	2004	15	40	24
78	515	4	7	5	2004	23	19	56
78	527	4	7	5	2004	23	3	41
78	541	4.5	7	5	2004	23	4	5
78	562	4.5	15	11	2004	21	55	33
78	589	4	9	7	2004	2	34	47
78	590	4	9	7	2004	2	21	12
78	608	4.5	7	5	2004	23	3	50
78	671	4	9	7	2004	2	34	34
78	720	4.5	9	7	2004	2	24	58
78	728	4	9	7	2004	2	34	20
78	741	4.5	16	4	2007	4	58	9
78	745	5	7	5	2004	22	48	10
78	750	5	7	5	2004	23	3	45
78	760	4	11	7	2004	11	43	19
78	778	5	7	5	2004	23	32	6
78	780	2.5	7	5	2004	23	44	48
78	800	4	9	7	2004	2	34	31
78	858	4	9	7	2004	2	27	50
78	903	4	9	7	2004	2	34	55
78	904	4.5	9	7	2004	2	28	1
78	908	4.5	9	7	2004	2	27	57
78	909	3.5	10	11	2004	2	59	28
78	912	4.5	9	7	2004	2	27	38
78	920	4.5	9	7	2004	2	22	4
78	923	4	9	7	2004	2	34	16
78	924	5	7	5	2004	23	19	43
78	969	4.5	7	5	2004	23	13	30
78	994	4.5	7	5	2004	23	10	32
78	1019	3.5	11	7	2004	10	54	30
78	1041	4.5	7	5	2004	23	20	16
78	1060	4.5	7	5	2004	23	12	45
78	1073	3.5	7	5	2004	23	22	24
78	1077	5	7	5	2004	23	36	27
78	1079	4.5	7	5	2004	23	9	42
78	1080	5	7	5	2004	23	7	19
78	1084	4	9	7	2004	2	28	41
78	1085	4.5	10	10	2004	16	1	51
78	1089	4.5	7	5	2004	23	31	6
78	1090	4	7	5	2004	23	33	0
78	1095	5	7	5	2004	23	14	59
78	1097	3	11	7	2004	10	53	23
78	1129	3	7	5	2004	23	43	53
78	1136	4.5	7	5	2004	23	3	37
78	1148	5	7	5	2004	23	0	8
78	1150	4.5	7	5	2004	23	19	23
78	1161	4.5	7	5	2004	23	28	40
78	1172	4.5	7	5	2004	22	48	53
78	1175	4.5	16	4	2007	4	57	34
78	1178	5	11	7	2004	11	41	31
78	1179	4	7	5	2004	22	49	4
78	1183	3.5	11	7	2004	11	44	4
78	1185	4.5	7	5	2004	23	14	53
78	1186	4	10	10	2004	15	55	50
78	1188	4.5	7	5	2004	23	17	53
78	1189	5	7	5	2004	23	18	24
78	1193	5	7	5	2004	23	3	58
78	1196	3.5	21	10	2004	2	35	50
78	1197	4.5	7	5	2004	23	6	17
78	1198	4	8	5	2004	6	47	6
78	1199	5	7	5	2004	23	12	11
78	1200	4	7	5	2004	23	8	21
78	1201	4	7	5	2004	22	47	49
78	1202	5	7	5	2004	23	25	4
78	1206	5	7	5	2004	23	9	17
78	1207	4.5	9	7	2004	2	29	1
78	1208	4.5	9	7	2004	2	28	29
78	1210	2.5	21	10	2004	2	37	42
78	1211	4.5	7	5	2004	23	22	17
78	1214	5	7	5	2004	23	6	34
78	1215	4	7	5	2004	22	47	18
78	1217	5	7	5	2004	23	10	46
78	1219	4.5	7	5	2004	23	6	23
78	1220	4.5	7	5	2004	23	19	7
78	1222	5	11	7	2004	11	41	37
78	1223	4	7	5	2004	23	2	43
78	1225	4.5	7	5	2004	23	8	34
78	1230	4	9	7	2004	2	28	24
78	1232	5	7	5	2004	23	29	49
78	1233	4.5	9	7	2004	2	28	38
78	1234	4	11	7	2004	11	50	26
78	1238	4	9	7	2004	2	29	25
78	1240	4.5	7	5	2004	23	14	12
78	1243	5	7	5	2004	23	15	21
78	1244	4.5	9	7	2004	2	29	30
78	1245	4.5	7	5	2004	23	6	28
78	1246	4	9	7	2004	2	21	47
78	1247	4.5	11	7	2004	12	19	20
78	1248	4	9	7	2004	2	30	44
78	1250	4	9	7	2004	2	31	9
78	1252	5	7	5	2004	23	5	42
78	1253	4.5	7	5	2004	23	40	48
78	1254	4.5	7	5	2004	23	12	54
78	1258	4.5	9	7	2004	2	29	44
78	1259	4.5	7	5	2004	23	8	4
78	1262	4.5	7	5	2004	23	6	48
78	1265	4.5	18	11	2004	20	38	6
78	1267	4.5	7	5	2004	23	7	16
78	1270	4	9	7	2004	2	22	8
78	1272	4.5	7	5	2004	23	15	18
78	1273	4.5	9	7	2004	2	29	21
78	1274	4.5	7	5	2004	23	34	38
78	1276	4.5	7	5	2004	22	47	23
78	1278	5	9	7	2004	2	31	2
78	1279	3.5	11	7	2004	11	55	38
78	1285	4	7	5	2004	23	32	38
78	1287	4	7	5	2004	23	21	22
78	1288	5	7	5	2004	23	8	44
78	1292	4.5	7	5	2004	23	17	44
78	1295	4	7	5	2004	23	26	57
78	1296	4.5	9	7	2004	2	29	39
78	1299	4.5	7	5	2004	23	11	44
78	1300	4.5	7	5	2004	23	18	16
78	1301	4.5	7	5	2004	23	16	33
78	1304	4.5	11	7	2004	11	50	43
78	1306	3	16	4	2007	4	59	53
78	1307	4	11	7	2004	11	55	43
78	1320	2.5	11	7	2004	10	58	29
78	1343	3.5	7	5	2004	22	48	50
78	1346	4	10	10	2004	15	47	49
78	1358	4.5	9	7	2004	2	29	51
78	1374	3	11	7	2004	10	53	54
78	1387	4.5	7	5	2004	23	15	37
78	1391	4.5	7	5	2004	23	45	55
78	1394	3.5	7	5	2004	23	8	53
78	1449	5	7	5	2004	23	10	19
78	1500	4.5	7	5	2004	23	33	29
78	1517	4	11	7	2004	12	5	18
78	1573	2	7	5	2004	23	44	19
78	1617	3.5	7	5	2004	23	2	30
78	1629	4.5	10	10	2004	15	47	13
78	1641	4.5	7	5	2004	23	14	6
78	1653	4	7	5	2004	23	42	15
78	1663	4	7	5	2004	23	22	33
78	1674	4.5	9	7	2004	2	30	51
78	1676	2.5	11	7	2004	10	56	36
78	1682	4	7	5	2004	23	33	21
78	1694	4	7	5	2004	23	22	29
78	1732	3.5	11	7	2004	11	54	17
78	1794	4.5	11	7	2004	12	2	58
78	1834	4	7	5	2004	23	16	24
78	1885	4.5	11	7	2004	11	57	35
78	1904	3.5	10	10	2004	15	47	32
78	1913	4.5	7	5	2004	23	23	17
78	1916	4.5	10	10	2004	15	42	16
78	1921	4.5	9	7	2004	2	29	34
78	1923	4	11	7	2004	12	5	0
78	1931	4.5	7	5	2004	23	7	38
78	1952	4.5	10	10	2004	15	42	36
78	1953	4.5	7	5	2004	23	10	35
78	1957	3.5	7	5	2004	23	24	48
78	1960	4	7	5	2004	23	10	43
78	1963	4	10	11	2004	2	58	42
78	1965	5	7	5	2004	23	41	57
78	1968	3	11	7	2004	11	56	52
78	2009	4	9	7	2004	2	31	56
78	2010	4	9	7	2004	2	31	41
78	2021	3	10	10	2004	15	42	29
78	2028	3.5	10	10	2004	15	39	28
78	2064	4.5	9	7	2004	2	31	53
78	2076	5	7	5	2004	23	20	9
78	2100	4	10	10	2004	15	39	54
78	2105	3.5	7	5	2004	23	45	2
78	2108	4	10	10	2004	15	42	21
78	2109	3.5	7	5	2004	23	23	33
78	2117	5	7	5	2004	23	42	22
78	2140	2	7	5	2004	23	42	38
78	2144	3.5	11	7	2004	12	0	22
78	2150	4	7	5	2004	23	25	47
78	2174	4.5	11	7	2004	11	59	40
78	2176	4.5	7	5	2004	23	13	2
78	2186	4.5	7	5	2004	23	11	10
78	2232	4.5	7	5	2004	23	43	42
78	2248	4.5	7	5	2004	23	9	57
78	2287	3.5	7	5	2004	23	43	37
78	2288	2.5	10	10	2004	15	42	7
78	2289	4	7	5	2004	22	48	36
78	2290	4.5	11	7	2004	12	4	3
78	2291	4.5	10	10	2004	15	40	1
78	2294	3.5	10	10	2004	15	41	52
78	2300	4	26	11	2004	5	38	7
78	2316	2.5	10	10	2004	15	46	21
78	2321	3.5	7	5	2004	22	47	36
78	2324	4.5	7	5	2004	23	13	55
78	2333	4.5	9	7	2004	2	31	28
78	2346	4	7	5	2004	23	44	41
78	2359	4.5	7	5	2004	23	13	27
78	2360	4.5	7	5	2004	23	18	3
78	2387	3.5	10	10	2004	15	46	38
78	2390	5	7	5	2004	23	20	3
78	2395	4	7	5	2004	23	14	23
78	2396	4.5	10	10	2004	15	39	36
78	2402	2	11	7	2004	11	46	56
78	2406	3.5	10	10	2004	15	39	50
78	2420	2.5	10	10	2004	15	41	58
78	2427	4.5	9	7	2004	2	32	7
78	2435	4.5	10	10	2004	15	51	32
78	2455	4.5	7	5	2004	23	43	8
78	2502	5	7	5	2004	23	38	29
78	2527	3.5	7	5	2004	23	44	7
78	2528	4	10	10	2004	15	54	38
78	2529	4.5	7	5	2004	23	41	49
78	2530	3.5	11	7	2004	10	59	45
78	2532	2	11	7	2004	11	0	4
78	2533	1.5	7	5	2004	23	46	17
78	2542	4	15	11	2004	21	55	20
78	2571	5	7	5	2004	23	7	24
78	2600	3	7	5	2004	23	44	36
78	2662	4.5	7	5	2004	23	41	38
78	2664	4	7	5	2004	23	17	34
78	2671	3.5	7	5	2004	22	48	1
78	2672	4	11	7	2004	10	57	52
78	2677	4.5	7	5	2004	23	21	0
78	2692	4.5	7	5	2004	23	0	21
78	2701	2.5	11	7	2004	11	3	58
78	2706	2.5	9	7	2004	2	21	33
78	2710	3.5	10	10	2004	15	54	57
78	2716	4.5	9	7	2004	2	21	19
78	2723	4.5	10	10	2004	15	54	28
78	2747	3	10	10	2004	15	41	29
78	2761	4.5	7	5	2004	23	5	36
78	2762	4	7	5	2004	23	4	11
78	2779	4.5	11	7	2004	12	1	57
78	2791	4.5	7	5	2004	23	14	48
78	2840	3.5	9	7	2004	2	23	42
78	2858	4.5	9	7	2004	2	31	20
78	2912	4.5	10	10	2004	15	41	38
78	2916	4	9	7	2004	2	32	19
78	2917	4	7	5	2004	23	18	53
78	2918	4.5	7	5	2004	23	6	58
78	2919	4.5	7	5	2004	23	19	2
78	2929	5	10	10	2004	15	46	7
78	2944	4	7	5	2004	23	7	58
78	2947	3.5	7	5	2004	23	13	41
78	2959	3.5	7	5	2004	23	30	48
78	2968	4.5	9	7	2004	2	32	13
78	2970	4	7	5	2004	23	27	55
78	2973	4.5	7	5	2004	23	20	19
