1224	44761	4	13	4	2008	6	43	21
1224	44788	2.5	5	3	2007	2	39	44
1224	44949	3.5	10	6	2007	6	1	16
1224	45186	3.5	18	8	2007	21	30	44
1224	45499	3.5	9	4	2007	5	34	1
1224	45517	4	9	1	2008	1	28	14
1224	45720	4	15	11	2008	5	25	5
1224	45722	4	16	8	2006	23	6	36
1224	46530	4	30	7	2006	5	32	58
1224	46578	3	8	3	2007	2	45	49
1224	46723	3	19	10	2007	3	58	23
1224	46855	3.5	29	10	2008	5	24	52
1224	46970	3	23	8	2006	19	18	57
1224	47610	4	21	5	2007	21	8	51
1224	47640	2	2	2	2008	17	14	7
1224	47644	4.5	15	1	2007	0	36	6
1224	48043	3.5	7	10	2007	7	15	13
1224	48161	3.5	28	2	2007	17	52	44
1224	48319	3	23	7	2007	18	28	38
1224	48394	4	12	8	2007	7	42	19
1224	48516	4	31	3	2007	19	42	9
1224	48711	4	30	9	2008	6	1	23
1224	48738	4	30	6	2007	5	26	18
1224	48774	4.5	18	6	2007	0	20	53
1224	48780	4	28	4	2007	4	29	14
1224	48783	4	4	6	2007	16	16	15
1224	49272	4.5	17	12	2006	2	45	22
1224	49530	4.5	10	5	2007	3	48	46
1224	49651	4.5	25	12	2006	22	18	34
1224	49793	4	9	1	2007	19	40	17
1224	49822	4	6	4	2007	16	7	39
1224	50068	4	17	7	2007	17	20	22
1224	50923	3.5	24	11	2007	6	54	10
1224	51080	4	3	3	2007	4	45	50
1224	51255	3	2	11	2007	5	50	1
1224	51471	4.5	8	4	2007	5	44	13
1224	51540	3.5	16	1	2008	6	33	34
1224	51660	5	17	12	2007	5	37	54
1224	51662	4	26	3	2007	20	13	6
1224	52281	2.5	3	1	2009	5	49	48
1224	52591	3.5	3	12	2008	6	24	16
1224	52722	4	15	5	2007	20	18	28
1224	53121	4	5	12	2007	23	15	29
1224	53123	3.5	6	3	2008	5	22	38
1224	53322	4.5	15	11	2007	18	5	39
1224	53464	3.5	5	10	2007	4	44	50
1224	53519	2	3	1	2009	5	50	10
1224	53550	3.5	2	2	2008	7	11	15
1224	53953	4	6	1	2008	2	48	55
1224	53972	4	23	7	2007	18	27	53
1224	53974	2.5	16	7	2007	0	55	39
1224	53996	4	30	8	2007	2	30	18
1224	54259	4	28	1	2008	6	45	53
1224	54272	4	12	8	2007	5	39	11
1224	54281	4	11	3	2008	23	0	10
1224	54286	4.5	4	8	2007	6	0	1
1224	54686	3.5	23	8	2007	5	39	29
1224	54775	3.5	7	9	2007	0	5	4
1224	54995	3.5	2	1	2009	5	7	44
1224	54997	4.5	19	9	2007	5	12	47
1224	55176	4.5	13	2	2008	6	30	30
1224	55250	3	7	10	2007	7	12	32
1224	55276	4	2	11	2007	2	10	12
1224	55280	4	2	7	2008	6	38	53
1224	55444	3.5	8	9	2008	7	35	7
1224	55687	4	16	5	2008	20	55	14
1224	55765	4	17	11	2007	7	15	31
1224	55820	3.5	16	6	2008	5	32	44
1224	55995	4	5	12	2007	23	15	54
1224	55999	4	8	12	2007	18	25	39
1224	56508	3.5	9	9	2008	7	31	6
1224	56587	4	15	1	2008	23	27	59
1224	56788	4.5	5	1	2008	7	45	55
1224	56885	4	24	8	2008	8	25	57
1224	56921	4	16	12	2008	8	8	32
1224	57326	2.5	19	4	2008	5	16	10
1224	57368	2	15	7	2008	4	23	12
1224	57401	3.5	23	9	2008	4	58	48
1224	57669	4	22	3	2008	6	33	53
1224	57951	3.5	27	2	2008	2	5	24
1224	58025	3	18	2	2008	18	20	31
1224	58103	3.5	24	2	2008	6	45	52
1224	58154	4	26	3	2008	0	40	31
1224	58295	4	11	3	2008	5	0	32
1224	58306	4.5	19	12	2008	7	1	9
1224	58559	4.5	6	8	2008	0	52	54
1224	58803	4	10	4	2008	7	7	42
1224	58839	3.5	10	4	2008	7	8	13
1224	59103	3.5	22	4	2008	3	24	18
1224	59315	4	6	5	2008	2	59	40
1224	59404	3	6	12	2008	5	57	38
1224	59501	4	20	5	2008	3	23	38
1224	59594	4	16	10	2008	5	47	34
1224	59615	3.5	28	5	2008	0	33	38
1224	60074	3.5	26	11	2008	6	41	35
1224	60126	3	5	11	2008	7	33	2
1224	60397	3.5	17	12	2008	6	24	29
1224	60728	3.5	2	10	2008	6	38	6
1224	60760	3.5	4	12	2008	6	55	36
1224	61160	3	14	11	2008	18	25	34
1224	62586	3.5	5	11	2008	7	46	7
1224	63113	3.5	24	11	2008	7	47	30
1224	63433	4	30	12	2008	5	36	42
1225	29	2.5	6	1	2008	17	19	38
1225	32	3.5	1	9	2007	18	29	23
1225	97	3.5	1	9	2007	18	20	41
1225	123	3.5	1	9	2007	18	18	29
1225	296	4	1	9	2007	18	15	28
1225	665	3.5	1	9	2007	19	45	37
1225	750	4	1	9	2007	18	8	7
1225	778	4	1	9	2007	18	24	6
1225	858	3.5	6	1	2008	17	17	59
1225	903	4	1	9	2007	17	57	31
1225	904	4.5	16	1	2008	15	8	8
1225	908	4	1	9	2007	18	13	13
1225	928	4	1	9	2007	18	23	39
1225	965	3.5	1	9	2007	18	27	18
1225	1080	4	1	9	2007	17	59	45
1225	1089	3.5	1	9	2007	18	19	30
1225	1111	3.5	1	9	2007	18	23	21
1225	1136	4.5	10	11	2008	16	40	4
1225	1175	3.5	1	9	2007	18	20	28
1225	1198	4	1	9	2007	19	49	39
1225	1199	4	1	9	2007	20	51	32
1225	1201	3.5	1	9	2007	18	11	43
1225	1208	4	1	9	2007	18	12	31
1225	1209	4	1	9	2007	17	58	8
1225	1212	4	1	9	2007	17	40	15
1225	1221	3.5	6	1	2008	17	17	54
1225	1232	4	1	9	2007	17	36	44
1225	1244	3.5	1	9	2007	17	20	2
1225	1281	4.5	1	9	2007	18	16	32
1225	1291	3.5	1	9	2007	19	49	36
1225	1348	3.5	6	1	2008	17	16	57
1225	1641	3	1	9	2007	22	49	22
1225	1732	4	1	9	2007	18	27	37
1225	2021	2	1	9	2007	22	51	48
1225	2023	4	6	1	2008	17	13	0
1225	2467	4.5	5	1	2008	18	1	26
1225	2575	3.5	1	9	2007	19	57	47
1225	2710	3	1	9	2007	19	57	11
1225	2730	4.5	1	9	2007	18	4	18
1225	2843	4.5	1	9	2007	17	39	32
1225	2948	3.5	1	9	2007	17	20	59
1225	2949	3.5	1	9	2007	17	20	50
1225	2959	3.5	1	9	2007	17	38	52
1225	2997	3.5	1	9	2007	18	19	54
1225	3134	5	1	9	2007	18	16	22
1225	3462	4	1	9	2007	18	12	3
1225	3503	4	1	9	2007	18	21	23
1225	3681	3.5	1	9	2007	18	8	24
1225	4298	3.5	1	9	2007	18	7	39
1225	4973	3	1	9	2007	18	15	5
1225	4993	4	1	9	2007	18	28	20
1225	5613	3.5	1	9	2007	19	47	12
1225	5618	4	1	9	2007	18	9	22
1225	5796	2.5	6	1	2008	17	19	45
1225	5995	4	1	9	2007	18	17	5
